Date,open,high,low,close,volume,a_+10_d,p_+10_d,a_+10_d_diff,p_+10_d_diff
2010-01-04,314.44566364018056,315.72962711241735,313.0864679332424,314.34535399391206,3908400.0,,,,
2010-01-05,314.5610197333893,314.89204156607536,311.7322877086176,312.96108087540676,6003300.0,,,,
2010-01-06,313.89897606801725,313.89897606801725,304.1187855568385,305.0717271963892,7949400.0,,,,
2010-01-07,305.64349218011967,305.94442111892516,297.2425593051328,297.96980424057944,12815700.0,,,,
2010-01-08,296.91655295476016,302.5589705573633,295.46707856618036,301.942066232812,9439100.0,,,,
2010-01-11,303.1658439172877,303.1658439172877,297.93971134669886,301.4856573422903,14411300.0,,,,
2010-01-12,299.9659662013226,300.00609005982994,294.9103600293902,296.15419964311957,9696800.0,,,,
2010-01-13,289.13753988663797,295.1009483573003,287.8385299674609,294.4539511388685,12980200.0,,,,
2010-01-14,292.8540122808859,298.01995906371366,292.30732470872255,295.8382242573738,8471700.0,,,,
2010-01-15,296.71091817990975,297.6989681956544,289.91493964521885,290.89797417865014,10858100.0,,,,
2010-01-19,291.6452810433505,296.124106749239,289.03723024036947,294.71977170148,8624700.0,,,,
2010-01-20,293.8972326020783,293.8972326020783,288.53568200902697,291.10360895350055,6494800.0,,,,
2010-01-21,292.6233000944684,294.317780794059,287.0114769339771,292.3925879080508,12602700.0,,,,
2010-01-22,283.1239765928414,286.1834208040307,268.2580870158497,275.85654272068854,13587100.0,,,,
2010-01-25,274.1412477694972,275.79008758003573,268.5840933662223,270.83604492495016,8830900.0,,,,
2010-01-26,269.8179020153249,275.6509079458381,268.9753009866694,272.049791644799,8702200.0,,,,
2010-01-27,271.4730111787551,274.67288889472024,268.4837837199538,271.88929621076943,7920800.0,,,,
2010-01-28,273.08799648367795,274.34683238952454,266.12149155033063,267.97220452398443,6451700.0,,,,
2010-01-29,270.078707095623,271.33257767397924,263.61876587593156,265.7924759105699,8272700.0,,,,
2010-02-01,268.1286875721633,268.734557835625,265.97102708092785,267.3352382701795,4497000.0,,,,
2010-02-02,268.3059347171198,268.308241838984,264.62186233861655,266.38229663062873,8184200.0,,,,
2010-02-03,265.15350346383957,271.88929621076943,264.9328222420489,271.24731447465103,5992200.0,,,,
2010-02-04,269.33140023092267,269.83294846226516,263.5936884643644,264.20457421013964,6748600.0,,,,
